verse_key,eng
1CH.18.17,Jehoiadas son Benaiah was in command of the Cherethites and the Pelethites; and Davids sons were the kings chief personal advisors.
1CH.18.2,"He also defeated Moab, enslaving them and requiring payment."
1CH.18.3,"David defeated Zobahs King Hadadezer at Hamath, as he continued to establish his control along the Euphrates River."
1CH.18.4,"David captured one thousand chariots from him, seven thousand cavalry, and twenty thousand foot soldiers. Then David cut the hamstrings of all but one hundred of the chariot horses."
1CH.18.5,"When the Arameans of Damascus came to help Zobahs King Hadadezer, David killed twenty-two thousand of the Arameans."
1CH.18.6,"David stationed soldiers in Aram of Damascus, enslaved them, and required payment. The LORD gave David victory wherever he went."
1CH.18.7,David took the gold shields carried by Hadadezers servants and brought them to Jerusalem.
1CH.18.8,"From Tibhath and Cun, Hadadezers cities, David took large amounts of bronze, with which Solomon made the bronze basin, the pillars, and the bronze equipment."
1CH.18.9,When Hamaths King Tou heard that David had defeated the entire army of Zobahs King Hadadezer.
1CH.19.1,"Some time later, the Ammonite King Nahash died, and his son succeeded him as king."
1CH.19.10,"When Joab saw that the battle would be fought on two fronts, he chose some of Israels finest warriors and deployed them to meet the Arameans."
1CH.19.11,The rest of the army Joab placed under the command of his brother Abishai. When they took up their positions to meet the Arameans.
1CH.19.12,"Joab said, If the Arameans prove too strong for me, you must help me, and if the Ammonites prove too strong for you, Ill help you."
1CH.19.13,Be brave! We must be courageous for the sake of our people and the cities of our God. The LORD will do what is good in his eyes.
1CH.19.14,"When Joab and the troops who were with him advanced into battle against the Arameans, they fled from him."
1CH.19.15,"When the Ammonites saw that the Arameans had fled, they also fled from his brother Abishai and retreated into the city. So Joab returned to Jerusalem."
1CH.19.16,"The Arameans saw that they had been defeated by Israel. They sent out messengers to bring Aramean reinforcements from the other side of the river, with Shophach the commander of Hadadezers army at their head."
1CH.19.17,"Upon hearing this, David gathered all Israel and crossed the Jordan. David advanced and took up positions against the Arameans to meet them in battle. After initiating the battle."
1CH.19.18,"the Arameans fled before Israel, and David killed seven thousand Aramean chariot drivers and forty thousand foot soldiers. Shophach the commander of their army was killed too."
1CH.19.19,"When the servants of Hadadezer saw that they had been defeated by Israel, they made peace with David and served him. Never again would the Arameans come to the aid of the Ammonites."
1CH.19.2,"Ill be loyal to Nahashs son Hanun, David said, because his father was loyal to me. So David sent messengers with condolences about his fathers death. But when Davids servants arrived in the Ammonite territory to express his sympathy to Hanun."
1CH.19.3,"the Ammonite leaders asked Hanun, Do you really believe David is honoring your father because he has sent you condolences? Of course not! His servants have come to search the city, spy it out, and overthrow it."
1CH.19.4,"So Hanun took Davids servants, shaved them, cut off half their garments from their buttocks down, and sent them off."
1CH.19.5,"When this was reported to David, he sent messengers to the men because they were completely ashamed. The king said, Stay in Jericho until your beards have grown. Then you can come back."
1CH.19.6,"When the Ammonites realized that they had offended David, Hanun and the Ammonites sent one thousand kikkars of silver to hire chariots and cavalry for themselves from Aram-naharaim, Aram-maacah, and Zobah."
1CH.19.7,"They hired thirty-two thousand chariots, as well as King Maacah and his army, who came and camped in front of Medeba, while the Ammonites left their cities and came together ready for battle."
1CH.19.8,"When David heard this, he sent Joab and the entire army of warriors."
1CH.19.9,"The Ammonites marched out and formed a battle line at the entrance to the city, while the kings who had come remained in the countryside."
1CH.2.1,"This was Israels family: Reuben, Simeon, Levi, Judah, Issachar, Zebulun."
1CH.2.10,"Ram was the father of Amminadab, and Amminadab was the father of Nahshon, tribal chief of the Judeans."
1CH.2.11,"Nahshon was the father of Salma, Salma was the father of Boaz."
1CH.2.12,"Boaz was the father of Obed, and Obed was the father of Jesse."
1CH.2.13,"Jesse was the father of Eliab his oldest son, Abinadab his second, Shimea his third."
1CH.2.14,"Nethanel his fourth, Raddai his fifth."
1CH.2.15,"Ozem his sixth, and David his seventh."
1CH.2.16,"Their sisters were Zeruiah and Abigail. Zeruiahs family: Abishai, Joab, and Asahel—three in all."
1CH.2.17,"Abigail gave birth to Amasa, whose father was Jether the Ishmaelite."
1CH.2.18,"Caleb, Hezrons son, had children with his wife Azubah, and with Jerioth. These were her sons: Jesher, Shobab, and Ardon."
1CH.2.19,"After Azubah died, Caleb married Ephrath, who gave birth to Hur for him."
1CH.2.2,"Dan, Joseph, Benjamin, Naphtali, Gad, and Asher."
1CH.2.20,"Hur was the father of Uri, and Uri was the father of Bezalel."
1CH.2.21,"Later, Hezron had sexual relations with the daughter of Machir, Gileads father, whom he married when he was years old, and she gave birth to Segub for him."
1CH.2.22,"Segub was the father of Jair, who owned twenty-three towns in the land of Gilead."
1CH.2.23,"but Geshur and Aram took Havvoth-jair from them, as well as Kenath and its villages, sixty towns. All these were descendants of Machir, Gileads father."
1CH.2.24,"After Hezrons death, Caleb went to Ephrath. Abijah, Hezrons wife, bore him Ashhur, Tekoas father."
1CH.2.25,"The family of Jerahmeel, Hezrons oldest son: Ram his oldest, Bunah, Oren, Ozem, and Ahijah."
1CH.2.26,Jerahmeel had another wife named Atarah; she was the mother of Onam.
1CH.2.27,"The family of Ram, Jerahmeels oldest son: Maaz, Jamin, and Eker."
1CH.2.28,Onams family: Shammai and Jada. Shammais family: Nadab and Abishur.
1CH.2.29,"Abishurs wifes name was Abihail, and she gave birth to Ahban and Molid for him."
1CH.2.3,"Judahs family: Er, Onan, and Shelah. These three were born to him with Bath-shua the Canaanite. Although Er was Judahs oldest, the LORD considered him wicked and put him to death."
1CH.2.30,"Nadabs family: Seled and Appaim, but Seled died without children."
1CH.2.31,Appaims family: Ishi. Ishis family: Sheshan. Sheshans family: Ahlai.
1CH.2.32,"The family of Jada, Shammais brother: Jether and Jonathan, but Jether died without children."
1CH.2.33,Jonathans family: Peleth and Zaza. These were Jerahmeels descendants.
1CH.2.34,"Sheshan had no sons, only daughters; but Sheshan had an Egyptian servant whose name was Jarha."
1CH.2.35,"Sheshan gave his daughter in marriage to Jarha his servant, and she gave birth to Attai for him."
1CH.2.36,"Attai was the father of Nathan, Nathan was the father of Zabad."
1CH.2.37,"Zabad was the father of Ephlal, Ephlal was the father of Obed."
1CH.2.38,"Obed was the father of Jehu, Jehu was the father of Azariah."
1CH.2.39,"Azariah was the father of Helez, Helez was the father of Eleasah."
1CH.2.4,His daughter-in-law Tamar bore him Perez and Zerah. Judah had five sons in all.
1CH.2.40,"Eleasah was the father of Sismai, Sismai was the father of Shallum."
1CH.2.41,"Shallum was the father of Jekamiah, and Jekamiah was the father of Elishama."
1CH.2.42,"The family of Caleb, Jerahmeels brother: Mesha his oldest son and Ziphs father; and his second son Mareshah, Hebrons father."
1CH.2.43,"Hebrons family: Korah, Tappuah, Rekem, and Shema."
1CH.2.44,"Shema was the father of Raham, Jorkeams father; and Rekem was the father of Shammai."
1CH.2.45,Shammais son: Maon; Maon was Beth-zurs father.
1CH.2.46,"Ephah, Calebs secondary wife, gave birth to Haran, Moza, and Gazez. Haran was the father of Gazez."
1CH.2.47,"Jahdais family: Regem, Jotham, Geshan, Pelet, Ephah, and Shaaph."
1CH.2.48,"Maacah, Calebs secondary wife, gave birth to Sheber and Tirhanah."
1CH.2.49,"She also gave birth to Shaaph, Madmannahs father; and to Sheva, Machbenah and Gibeas father. Calebs daughter was Achsah."
1CH.2.5,Perezs family: Hezron and Hamul.
1CH.2.50,"These were Calebs descendants. The family of Hur, Ephrathahs oldest son: Shobal, Kiriath-jearims father."
1CH.2.51,"Salma, Bethlehems father; and Hareph, Beth-gaders father."
1CH.2.52,"Shobal, Kiriath-jearims father, had a family: Haroeh, and the ancestor of half of the Menuhoth."
1CH.2.53,"Kiriath-jearims clans: the Ithrites, the Puthites, the Shumathites, and the Mishraites. From these came the Zorathites and the Eshtaolites."
1CH.2.54,"The family of Salma, Bethlehems father: the Netophathites, Atroth-beth-joab, half of the Manahathites, and the Zorites."
1CH.2.55,"The clans of the scribes who lived at Jabez: the Tirathites, the Shimeathites, and the Sucathites. They were Kenites who descended from Hammath, Beth-rechabs father."
1CH.2.6,"Zerahs family: Zimri, Ethan, Heman, Calcol, and Darda—five in all."
1CH.2.7,"Carmis family: Achar, who made trouble for Israel by disobeying the law dedicating war spoils to God."
1CH.2.8,Ethans family: Azariah.
1CH.2.9,"Hezrons family, who were born to him: Jerahmeel, Ram, and Chelubai."
1CH.20.1,"In the spring, the time when kings go to war, Joab marched out with the army, destroyed the land of the Ammonites, and besieged Rabbah. David stayed in Jerusalem while Joab attacked Rabbah and overthrew it."
1CH.20.2,David took Milcoms crown from his head. He found that it weighed one kikkar of gold and was set with a valuable stone. It was placed on Davids head. The amount of loot David took from the city was huge.
1CH.20.3,"After removing the people who were in the city, David demolished the city with saws, iron picks, and axes, as he did to all the Ammonite cities. Then David and all his troops returned to Jerusalem."
1CH.20.4,"Once again war broke out at Gezer with the Philistines. At that time Sibbecai the Hushathite killed Sippai, one of the descendants of the Rephah, and the Philistines were subdued."
1CH.20.5,"In another war with the Philistines, Jairs son Elhanan killed Lahmi the brother of Goliath the Gittite. The shaft of his spear was like a weavers beam."
1CH.20.6,"At another war in Gath there was a huge man with six fingers on each hand and six toes on each foot, twenty-four in all, who was also descended from Raphah."
1CH.20.7,"When he taunted Israel, Jonathan the son of Davids brother Shimea killed him."
1CH.20.8,"These were descended from the Raphah in Gath, and they fell by the hands of David and his servants."
1CH.21.1,A heavenly Adversary arose against Israel and incited David to count Israel.
1CH.21.10,"Go and tell David, This is what the LORD says: Im offering you three punishments. Choose one of them, and that is what I will do to you."
1CH.21.11,"When Gad came to David, he said to him, This is what the LORD says: Take your choice."
1CH.21.12,"three years of famine, three months of fleeing from your enemies while your enemies sword overtakes you, or three days of the LORDs sword, that is, plague in the land and the LORDs messenger bringing disaster in every part of Israel. Decide now what answer I should take back to the one who sent me."
